,sub,onset,offset,cat,tier,group,latency,latency group,latency_milli
776,18,369.092,369.601,dov’è? (QE),Caregiver voc,TD,1.69399999999996,cg-cg,1693.99999999996
777,18,370.876,371.21,oh,Infant voc,TD,1.2749999999999773,cg-inf,1274.9999999999773
778,18,371.343,372.59,: questa che colore è?	(QE),Caregiver voc,TD,0.1330000000000382,inf-cg,133.0000000000382
779,18,375.095,377.593,che colore è questo?	( - ) rosso (RE),Caregiver voc,TD,2.5050000000000523,cg-cg,2505.0000000000523
780,18,378.44,379.676,: che colore è questo?	(QE),Caregiver voc,TD,0.84699999999998,cg-cg,846.99999999998
781,18,380.521,381.64,osso,Infant voc,TD,0.8450000000000273,cg-inf,845.0000000000273
782,18,381.737,382.56,osso (AM),Caregiver voc,TD,0.09700000000003683,inf-cg,97.00000000003683
783,18,382.9,383.434,allora (C),Caregiver voc,TD,0.339999999999975,cg-cg,339.999999999975
784,18,383.968,385.704,questo invece che colore è?	 (QE),Caregiver voc,TD,0.5339999999999918,cg-cg,533.9999999999918
785,18,385.91,387.207,giallo (RE),Caregiver voc,TD,0.20600000000001728,cg-cg,206.00000000001728
786,18,388.443,389.868,che colore è questo amore? (QE NE),Caregiver voc,TD,1.23599999999999,cg-cg,1235.99999999999
787,18,389.953,390.662,giallo,Infant voc,TD,0.08499999999997954,cg-inf,84.99999999997954
788,18,390.692,391.217,: giallo.	(RE),Caregiver voc,TD,0.03000000000002956,inf-cg,30.00000000002956
789,18,391.293,392.637,e questo è quello blu (RE),Caregiver voc,TD,0.07600000000002183,cg-cg,76.00000000002183
790,18,393.457,394.692,che colore è questo? (QE),Caregiver voc,TD,0.8199999999999932,cg-cg,819.9999999999932
791,18,395.115,395.696,xxx,Infant voc,TD,0.4230000000000018,cg-inf,423.0000000000018
792,18,395.714,396.354,: blu.	(RE),Caregiver voc,TD,0.01799999999997226,inf-cg,17.99999999997226
793,18,395.95,396.476,xxx,Infant voc,TD,-0.40399999999999636,cg-inf,-403.99999999999636
794,18,396.531,401.268,allora dentro il blu mettici questa rossa. (DA) prova. (DA) guarda che ci sta.	(DA),Caregiver voc,TD,0.05500000000000682,inf-cg,55.00000000000682
795,18,401.914,402.996,aprila quella blu (DA),Caregiver voc,TD,0.646000000000015,cg-cg,646.000000000015
796,18,403.1,403.915,aprila ( - ),Caregiver voc,TD,0.10400000000004184,cg-cg,104.00000000004184
797,18,405.72,406.64,aprila. ( - ),Caregiver voc,TD,1.8050000000000068,cg-cg,1805.0000000000068
798,18,407.101,409.043,: aprila bene. ( - ) fai vedere a mamma (DA) guarda (DA),Caregiver voc,TD,0.46100000000001273,cg-cg,461.00000000001273
799,18,409.292,409.978,guarda bene.  ( - ),Caregiver voc,TD,0.2489999999999668,cg-cg,248.9999999999668
800,18,410.531,412.196,hai visto che ci sta? (QA),Caregiver voc,TD,0.5529999999999973,cg-cg,552.9999999999973
801,18,416.473,419.857,e adesso quella blu la metti dentro quella gialla. (DA) prova (DA) dai,Caregiver voc,TD,4.276999999999987,cg-cg,4276.999999999987
802,18,421.034,425.598,no. (AD) lasciala chiusa (DA) lasciala chiusa ( - ) richiudi.	(DA) : chiudila di nuovo ( - ),Caregiver voc,TD,1.176999999999964,cg-cg,1176.999999999964
803,18,432.467,433.703,che colore è questo?	(QE),Caregiver voc,TD,6.868999999999971,cg-cg,6868.999999999971
804,18,441.098,441.859,xxx,Infant voc,TD,7.395000000000039,cg-inf,7395.000000000038
805,18,441.914,444.598,questo è rosso.(ride)	(RE AL) questo è blu (RE),Caregiver voc,TD,0.05500000000000682,inf-cg,55.00000000000682
806,18,446.473,447.937,che colore è questo?	(QE),Caregiver voc,TD,1.875,cg-cg,1875.0
807,18,448.681,449.398,blu,Infant voc,TD,0.7439999999999714,cg-inf,743.9999999999714
808,18,449.848,450.835,questo è blu (RE),Caregiver voc,TD,0.44999999999998863,inf-cg,449.99999999998863
809,18,454.864,457.707,allora prendi quella blu adesso (DA) quello blu,Caregiver voc,TD,4.028999999999996,cg-cg,4028.9999999999964
810,18,461.251,461.814,xxx,Caregiver voc,TD,3.5439999999999827,cg-cg,3543.9999999999827
811,18,462.701,465.787,chiudila bene (RE) : quella gialla (RE) ecco bravo (AE),Caregiver voc,TD,0.8870000000000005,cg-cg,887.0000000000005
812,18,469.718,472.196, che colore è questo? (QE) verde (RE),Caregiver voc,TD,3.93100000000004,cg-cg,3931.00000000004
813,18,473.223,476.203,Francesco?	(NC) questo che colore è?	 (QE) verde (RE),Caregiver voc,TD,1.0269999999999868,cg-cg,1026.9999999999868
814,18,480.406,481.189,: ci sta?,Caregiver voc,TD,4.203000000000031,cg-cg,4203.000000000031
815,18,481.31,482.923,ci sta dentro questa qua?	(QE),Caregiver voc,TD,0.1209999999999809,cg-cg,120.9999999999809
816,18,483.881,484.234,prova (DA),Caregiver voc,TD,0.95799999999997,cg-cg,957.99999999997
817,18,484.945,486.42,ci sta. (RE) xxx (I),Caregiver voc,TD,0.7110000000000127,cg-cg,711.0000000000127
818,18,500.662,501.395,xxx,Caregiver voc,TD,14.241999999999962,cg-cg,14241.999999999962
819,18,503.098,504.698,: che bravo. (AE) bravo amore (- NE),Caregiver voc,TD,1.7030000000000314,cg-cg,1703.0000000000314
820,18,506.867,508.206,bravo (AE),Caregiver voc,TD,2.1690000000000396,cg-cg,2169.0000000000396
821,18,511.079,512.804,e guarda adesso cosa ci mettiamo lì (DA W),Caregiver voc,TD,2.8729999999999905,cg-cg,2872.9999999999905
822,18,512.876,514.003,: ci sta questa xxx (QE),Caregiver voc,TD,0.07200000000000273,cg-cg,72.00000000000273
823,18,514.32,515.76,questa ci sta dentro qua. ( - ),Caregiver voc,TD,0.3170000000000073,cg-cg,317.0000000000073
824,18,524.378,524.793,xxx,Infant voc,TD,8.618000000000052,cg-inf,8618.000000000051
825,18,524.926,525.395,heehee (AL),Caregiver voc,TD,0.1330000000000382,inf-cg,133.0000000000382
826,18,525.89,526.337,blu,Infant voc,TD,0.49500000000000455,cg-inf,495.00000000000455
827,18,532.328,533.328,questa niente? (QE),Caregiver voc,TD,5.9909999999999854,inf-cg,5990.999999999985
828,18,533.335,534.603,non la metti questa? (QA),Caregiver voc,TD,0.007000000000061846,cg-cg,7.000000000061846
829,18,535.448,536.292,: questa prima. (RE),Caregiver voc,TD,0.8450000000000273,cg-cg,845.0000000000273
830,18,537.412,539.603,vedi?	(QA) ecco qua (C),Caregiver voc,TD,1.1200000000000045,cg-cg,1120.0000000000045
831,18,539.871,541.603,e poi ci metti il suo tappo (DA),Caregiver voc,TD,0.2680000000000291,cg-cg,268.0000000000291
832,18,545.235,546.81,non sono mica grandi uguali (RE),Caregiver voc,TD,3.632000000000062,cg-cg,3632.000000000062
833,18,548.825,550.01,sono grandi uguali?	 (QE),Caregiver voc,TD,2.0150000000001,cg-cg,2015.0000000001
834,18,550.437,552.206,: ah ecco (C),Caregiver voc,TD,0.4270000000000209,cg-cg,427.0000000000209
835,18,552.64,553.798,: e poi li metti qui dentro (DA),Caregiver voc,TD,0.4339999999999691,cg-cg,433.9999999999691
836,18,554.254,554.875,xxx,Caregiver voc,TD,0.4560000000000173,cg-cg,456.0000000000173
837,18,569.696,571.482,devono essere larghi uguali.	 (RE),Caregiver voc,TD,14.821000000000026,cg-cg,14821.000000000025
838,18,573.015,574.795,: di che colore è questo amore? (QE NE),Caregiver voc,TD,1.5330000000000155,cg-cg,1533.0000000000155
839,18,576.473,577.939,di che colore è questo? (QE),Caregiver voc,TD,1.6779999999999973,cg-cg,1677.9999999999973
840,18,579.065,580.4,questa di che colore è? ( - ),Caregiver voc,TD,1.12600000000009,cg-cg,1126.00000000009
841,18,582.285,583.287,di che colore è?	( - ),Caregiver voc,TD,1.884999999999991,cg-cg,1884.999999999991
842,18,584.856,586.26,non rispondi a mamma? (QA),Caregiver voc,TD,1.56899999999996,cg-cg,1568.99999999996
843,18,665.843,667.242,,Infant voc,TD,79.58299999999997,cg-inf,79582.99999999997
844,21,31.971,33.905,xxx,Caregiver voc,TD,NaN,NaN,NaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaN
845,21,34.693,35.874,xxx,Caregiver voc,TD,0.7879999999999967,cg-cg,787.9999999999967
846,21,37.476,38.405,xxx,Caregiver voc,TD,1.6019999999999968,cg-cg,1601.9999999999968
847,21,38.607,39.195,xxx,Infant voc,TD,0.20199999999999818,cg-inf,201.99999999999818
848,21,39.38,43.248,raccogli quel libro alla mamma (DA) ,Caregiver voc,TD,0.18500000000000227,inf-cg,185.00000000000227
849,21,44.544,45.69,cos’è questo (QE),Caregiver voc,TD,1.2959999999999994,cg-cg,1295.9999999999993
850,21,46.668,47.4,cap(p)l(l)o,Infant voc,TD,0.9780000000000015,cg-inf,978.0000000000016
851,21,47.741,48.329,cappello (RE),Caregiver voc,TD,0.3410000000000011,inf-cg,341.0000000000011
852,21,48.64,49.394,e questo? (QE),Caregiver voc,TD,0.31099999999999994,cg-cg,310.99999999999994
853,21,50.698,51.112,xxx,Caregiver voc,TD,1.304000000000002,cg-cg,1304.000000000002
854,21,51.485,52.605,xxx,Caregiver voc,TD,0.37299999999999756,cg-cg,372.99999999999756
855,21,53.884,54.543,xxx,Caregiver voc,TD,1.2790000000000035,cg-cg,1279.0000000000034
856,21,59.086,59.807,xxx,Caregiver voc,TD,4.542999999999999,cg-cg,4542.999999999999
857,21,60.705,61.605,xxx,Caregiver voc,TD,0.8979999999999961,cg-cg,897.9999999999961
858,21,61.715,62.246,xxx,Infant voc,TD,0.11000000000000654,cg-inf,110.00000000000654
859,21,62.538,63.801,xxx,Caregiver voc,TD,0.2919999999999945,inf-cg,291.9999999999945
860,21,64.625,65.483,tata,Infant voc,TD,0.8239999999999981,cg-inf,823.9999999999981
861,21,65.541,66.617,e questo,Caregiver voc,TD,0.057999999999992724,inf-cg,57.999999999992724
862,21,67.827,68.956,te(s)ta,Infant voc,TD,1.2099999999999937,cg-inf,1209.9999999999936
863,21,70.066,72.006,In testa ha il cappello (RE),Caregiver voc,TD,1.1099999999999994,inf-cg,1109.9999999999995
864,21,74.074,75.407,teeeestaaa,Infant voc,TD,2.067999999999998,cg-inf,2067.9999999999977
865,21,75.915,76.604,e queste? (QE),Caregiver voc,TD,0.5080000000000098,inf-cg,508.0000000000098
866,21,77.149,77.75,pepe,Infant voc,TD,0.5450000000000017,cg-inf,545.0000000000017
867,21,78.261,79.422,xxx,Caregiver voc,TD,0.5109999999999957,inf-cg,510.9999999999957
868,21,81.097,81.703,xxx,Infant voc,TD,1.6749999999999972,cg-inf,1674.9999999999973
869,21,82.299,83.205,xxx,Caregiver voc,TD,0.5960000000000036,inf-cg,596.0000000000036
870,21,84.342,84.794,xxx,Infant voc,TD,1.1370000000000005,cg-inf,1137.0000000000005
871,21,85.273,86.003,xxx,Caregiver voc,TD,0.4789999999999992,inf-cg,478.9999999999992
872,21,86.711,87.495,xxx,Caregiver voc,TD,0.7079999999999984,cg-cg,707.9999999999984
873,21,88.11,88.935,xxx,Caregiver voc,TD,0.6149999999999949,cg-cg,614.9999999999949
874,21,90.662,91.408,e queste? (QE),Caregiver voc,TD,1.7270000000000039,cg-cg,1727.0000000000039
875,21,93.698,94.302,pepe,Infant voc,TD,2.289999999999992,cg-inf,2289.999999999992
876,21,94.725,95.602,le pepe? (QE),Caregiver voc,TD,0.4229999999999876,inf-cg,422.9999999999876
877,21,95.609,96.403,e questo? (QE),Caregiver voc,TD,0.006999999999990791,cg-cg,6.999999999990791
878,21,96.451,97.201,cap(p)el(l)o,Infant voc,TD,0.04799999999998761,cg-inf,47.99999999998761
879,21,97.465,98.089,xxx,Caregiver voc,TD,0.26400000000001,inf-cg,264.00000000001
880,21,98.405,98.879,xxx,Infant voc,TD,0.3160000000000025,cg-inf,316.0000000000025
881,21,99.216,99.663,xxx,Infant voc,TD,0.3369999999999891,inf-inf,336.9999999999891
882,21,108.087,108.607,xxx,Caregiver voc,TD,8.424000000000007,inf-cg,8424.000000000007
883,21,109.15,109.612,xxx,Infant voc,TD,0.5430000000000064,cg-inf,543.0000000000064
884,21,110.811,111.445,xxx,Infant voc,TD,1.1990000000000123,inf-inf,1199.0000000000123
885,21,112.009,112.687,xxx,Infant voc,TD,0.5640000000000072,inf-inf,564.0000000000072
886,21,113.281,113.741,xxx,Caregiver voc,TD,0.5940000000000083,inf-cg,594.0000000000083
887,21,115.721,116.089,xxx,Infant voc,TD,1.980000000000004,cg-inf,1980.000000000004
888,21,116.874,117.802,xxx,Infant voc,TD,0.7849999999999966,inf-inf,784.9999999999966
889,21,117.998,119.609,cosa mangia in quello? (QA),Caregiver voc,TD,0.19599999999999795,inf-cg,195.99999999999795
890,21,120.094,121.201,cosa si mangia la ( - ),Caregiver voc,TD,0.48499999999999943,cg-cg,484.99999999999943
891,21,122.024,122.799,xxx,Caregiver voc,TD,0.8230000000000075,cg-cg,823.0000000000075
892,21,124.582,126.327,bevi? Buona? (QA QE),Caregiver voc,TD,1.782999999999987,cg-cg,1782.999999999987
893,21,127.817,128.609,acqua (RE),Caregiver voc,TD,1.4899999999999949,cg-cg,1489.999999999995
894,21,130.205,132.541,"i cucchiaini, dove sono i cucchiaini eh? (RE QE)",Caregiver voc,TD,1.5960000000000036,cg-cg,1596.0000000000036
895,21,133.597,134.99,xxx,Caregiver voc,TD,1.0560000000000116,cg-cg,1056.0000000000116
896,21,136.544,136.996,xxx,Caregiver voc,TD,1.554000000000002,cg-cg,1554.000000000002
897,21,137.978,138.809,xxx,Infant voc,TD,0.9819999999999993,cg-inf,981.9999999999993
898,21,139.004,139.668,xxx,Infant voc,TD,0.19499999999999318,inf-inf,194.99999999999318
899,21,139.15,139.672,xxx,Caregiver voc,TD,-0.5180000000000007,inf-cg,-518.0000000000007
900,21,140.192,141.261,xxx,Infant voc,TD,0.5200000000000102,cg-inf,520.0000000000102
901,21,141.286,142.498,"Fuoco, fuoco (C)",Caregiver voc,TD,0.025000000000005684,inf-cg,25.000000000005684
902,21,142.501,145.203,hai trovato i cucchiaini (RA),Caregiver voc,TD,0.0030000000000143245,cg-cg,3.0000000000143245
903,21,145.37,148.302,prepariamo la tavola eh? (W),Caregiver voc,TD,0.1670000000000016,cg-cg,167.0000000000016
904,21,149.731,152.602,"ecco la, prepariamo, vieni (C W DA)",Caregiver voc,TD,1.429000000000002,cg-cg,1429.000000000002
905,21,152.844,155.326,"il cucchiaino, dopo i piatti, (RE RE)",Caregiver voc,TD,0.24199999999999022,cg-cg,241.99999999999022
906,21,156.278,156.996,xxx,Caregiver voc,TD,0.9519999999999982,cg-cg,951.9999999999982
907,21,157.735,158.243,xxx,Infant voc,TD,0.7390000000000043,cg-inf,739.0000000000043
908,21,158.258,159.104,la pappa,Infant voc,TD,0.01500000000001478,inf-inf,15.00000000001478
909,21,159.283,160.197,la pappa (RE),Caregiver voc,TD,0.17899999999997362,inf-cg,178.99999999997362
910,21,160.011,162.197,"lì, lì, lì",Infant voc,TD,-0.18600000000000705,cg-inf,-186.00000000000705
911,21,162.197,164.394,prendi il piattino (DA),Caregiver voc,TD,0.0,inf-cg,0.0
912,21,165.099,165.794,xxx,Caregiver voc,TD,0.7049999999999841,cg-cg,704.9999999999841
913,21,166.289,167.228, il cucchiaio (DA),Caregiver voc,TD,0.4949999999999761,cg-cg,494.9999999999761
914,21,167.23,168.663,xxx,Caregiver voc,TD,0.001999999999981128,cg-cg,1.999999999981128
915,21,168.667,170.142,uhuuuu (AN),Caregiver voc,TD,0.003999999999990678,cg-cg,3.9999999999906777
916,21,170.149,171.528,xxx,Infant voc,TD,0.007000000000005002,cg-inf,7.000000000005002
917,21,174.178,174.695,xxx,Caregiver voc,TD,2.6500000000000057,inf-cg,2650.0000000000055
918,21,180.697,182.599,Prendiamo xxxxx (W I),Caregiver voc,TD,6.0020000000000095,cg-cg,6002.000000000009
919,21,183.25,185.142,xxx,Caregiver voc,TD,0.6510000000000105,cg-cg,651.0000000000105
920,21,186.97,187.592,xxx,Caregiver voc,TD,1.828000000000003,cg-cg,1828.000000000003
921,21,190.069,193.88,xxx,Infant voc,TD,2.4769999999999754,cg-inf,2476.9999999999754
922,21,201.725,202.596,xxx,Infant voc,TD,7.844999999999999,inf-inf,7844.999999999999
923,21,217.354,217.912,xxx,Caregiver voc,TD,14.75800000000001,inf-cg,14758.00000000001
924,21,219.875,220.405,xxx,Caregiver voc,TD,1.9629999999999939,cg-cg,1962.9999999999939
925,21,232.37,234.607,xxx,Caregiver voc,TD,11.965000000000003,cg-cg,11965.000000000004
926,21,236.014,236.826,xxx,Caregiver voc,TD,1.4070000000000107,cg-cg,1407.0000000000107
927,21,238.008,238.806,xxx,Caregiver voc,TD,1.1820000000000164,cg-cg,1182.0000000000164
928,21,238.816,240.584,xxx,Caregiver voc,TD,0.009999999999990905,cg-cg,9.999999999990905
929,21,240.708,241.407,xxx,Caregiver voc,TD,0.12399999999999523,cg-cg,123.99999999999523
930,21,241.596,244.711,xxx,Infant voc,TD,0.18899999999999295,cg-inf,188.99999999999295
931,21,243.594,247.031,xxx,Caregiver voc,TD,-1.1170000000000186,inf-cg,-1117.0000000000186
932,21,253.637,254.466,xxx,Caregiver voc,TD,6.6059999999999945,cg-cg,6605.9999999999945
933,21,255.943,256.627,xxx,Caregiver voc,TD,1.4770000000000039,cg-cg,1477.0000000000039
934,21,257.513,258.082,xxx,Caregiver voc,TD,0.8859999999999673,cg-cg,885.9999999999673
935,21,259.455,260.091,xxx,Caregiver voc,TD,1.3729999999999905,cg-cg,1372.9999999999905
936,21,260.556,261.887,xxx,Infant voc,TD,0.464999999999975,cg-inf,464.999999999975
937,21,263.847,264.281,xxx,Caregiver voc,TD,1.9599999999999795,inf-cg,1959.9999999999795
938,21,265.144,265.601,xxx,Caregiver voc,TD,0.8629999999999995,cg-cg,862.9999999999995
939,21,265.61,266.226,xxx,Caregiver voc,TD,0.009000000000014552,cg-cg,9.000000000014552
940,21,268.461,268.99,xxx,Caregiver voc,TD,2.2350000000000136,cg-cg,2235.0000000000136
941,21,269.506,272.026,xxx,Infant voc,TD,0.5159999999999627,cg-inf,515.9999999999627
942,21,273.101,274.807,xxx,Caregiver voc,TD,1.0749999999999886,inf-cg,1074.9999999999886
943,21,279.172,279.965,xxx,Caregiver voc,TD,4.365000000000009,cg-cg,4365.000000000009
944,21,280.798,282.408,xxx,Infant voc,TD,0.8330000000000268,cg-inf,833.0000000000268
945,21,282.089,283.637,xxx,Caregiver voc,TD,-0.3190000000000168,inf-cg,-319.0000000000168
946,21,284.14,286.882,xxx,Caregiver voc,TD,0.5029999999999859,cg-cg,502.9999999999859
947,21,288.011,288.486,xxx,Caregiver voc,TD,1.129000000000019,cg-cg,1129.000000000019
948,21,288.478,291.205,xxx,Infant voc,TD,-0.007999999999981355,cg-inf,-7.999999999981355
949,21,290.753,294.023,xxx,Caregiver voc,TD,-0.4519999999999982,inf-cg,-451.9999999999982
950,21,294.279,294.673,xxx,Infant voc,TD,0.2559999999999718,cg-inf,255.9999999999718
951,21,294.933,295.807,xxx,Caregiver voc,TD,0.2599999999999909,inf-cg,259.9999999999909
952,21,295.316,296.205,xxx,Infant voc,TD,-0.4910000000000423,cg-inf,-491.0000000000423
953,21,299.25,300.213,xxx,Infant voc,TD,3.045000000000016,inf-inf,3045.000000000016
954,21,303.163,306.2,xxx,Caregiver voc,TD,2.9499999999999886,inf-cg,2949.9999999999886
955,21,307.162,308.796,xxx,Caregiver voc,TD,0.9619999999999891,cg-cg,961.9999999999891
956,21,309.445,311.594,xxx,Caregiver voc,TD,0.6490000000000009,cg-cg,649.0000000000009
957,21,312.0,314.21,xxx,Caregiver voc,TD,0.4060000000000059,cg-cg,406.0000000000059
958,21,315.523,316.412,xxx,Caregiver voc,TD,1.313000000000045,cg-cg,1313.000000000045
959,21,319.677,322.004,xxx,Caregiver voc,TD,3.265000000000043,cg-cg,3265.000000000043
960,21,328.134,330.395,xxx,Caregiver voc,TD,6.1299999999999955,cg-cg,6129.999999999995
961,21,332.403,333.523,xxx,Infant voc,TD,2.008000000000038,cg-inf,2008.0000000000382
962,21,336.839,337.418,xxx,Infant voc,TD,3.315999999999974,inf-inf,3315.999999999974
963,21,340.216,342.258,xxx,Caregiver voc,TD,2.798000000000002,inf-cg,2798.000000000002
964,21,342.899,345.317,xxx,Caregiver voc,TD,0.6410000000000196,cg-cg,641.0000000000196
965,21,348.37,353.365,xxx ,Caregiver voc,TD,3.0529999999999973,cg-cg,3052.9999999999973
966,21,352.554,352.98,xxx,Infant voc,TD,-0.8110000000000355,cg-inf,-811.0000000000355
967,21,353.043,355.211,xxx,Infant voc,TD,0.06299999999998818,inf-inf,62.99999999998818
968,21,354.678,355.028,xxx,Caregiver voc,TD,-0.5330000000000155,inf-cg,-533.0000000000155
969,21,355.713,357.584,xxx,Caregiver voc,TD,0.6850000000000023,cg-cg,685.0000000000023
970,21,357.884,359.052,xxx,Infant voc,TD,0.30000000000001137,cg-inf,300.00000000001137
971,21,358.877,360.104,xxx,Caregiver voc,TD,-0.17500000000001137,inf-cg,-175.00000000001137
972,21,359.693,360.132,xxx,Infant voc,TD,-0.41100000000000136,cg-inf,-411.00000000000136
973,21,360.478,361.296,xxx,Infant voc,TD,0.34600000000000364,inf-inf,346.00000000000364
974,21,361.294,362.791,xxx,Caregiver voc,TD,-0.0020000000000095497,inf-cg,-2.0000000000095497
975,21,363.135,364.211,xxx,Caregiver voc,TD,0.3439999999999941,cg-cg,343.9999999999941
976,21,364.855,365.662,xxx,Caregiver voc,TD,0.6440000000000055,cg-cg,644.0000000000055
977,21,367.713,370.322,xxx,Infant voc,TD,2.0510000000000446,cg-inf,2051.0000000000446
978,21,369.607,372.889,xxx,Caregiver voc,TD,-0.714999999999975,inf-cg,-714.999999999975
979,21,373.753,374.284,xxx,Caregiver voc,TD,0.8639999999999759,cg-cg,863.9999999999759
