sub,onset,offset,cat,tier
38,322.62,324.23,vedi la bamboli(na). (DA),Caregiver voc
38,329.34,332.28,dai un bacino alla bambolina. dai un bacino. (DA C),Caregiver voc
38,332.56,334.35,ioh ioh ioh iah. (AN),Caregiver voc
38,344.23,345.92,e vedi il trenino (DA),Caregiver voc
38,349.39,350.06,vedi (C),Caregiver voc
38,353.83,355.04,hai visto come fa? (QA),Caregiver voc
38,357.18,360.07,come fa? come fa? come fa il trenino? come fa? (_),Caregiver voc
38,365.02,365.79,come fa? (QE),Caregiver voc
38,367.65,369.81,bom. bom. bom. bom. (AN),Caregiver voc
38,372.52,376.11,bum. bum. bum. bum. bum. bum. bum.,Caregiver voc
38,379.9,384.07,chiama. chiama papà. chia(ma). chiama papà. xxx (DA _ I) ,Caregiver voc
38,384.69,386.43,come dici tu? come dici? (QA _),Caregiver voc
38,386.8,388.21,pronto? papà? (AG SB),Caregiver voc
38,387.69,388.82,papà. (CW),Infant voc
38,388.94,390.58,pronto papà? (SB),Caregiver voc
38,393.87,394.5,chi è? (QE),Caregiver voc
38,395.2,395.84,chi è?,Caregiver voc
38,400.91,402.9,è qua la bambolina. (RE),Caregiver voc
38,403.27,405.11,ve(di)? vedi la bambolina? (QA),Caregiver voc
38,406.47,407.88,vedi il trattore. (DA),Caregiver voc
38,408.07,410.07,vedi il trattore? (QA),Caregiver voc
38,410.47,411.91,il trattore. (RE),Caregiver voc
38,413.29,415.35,come fa il trattore? come fa? (QE),Caregiver voc
38,416.58,418.66,come fa il trattore? come fa?,Caregiver voc
38,418.97,420.06,vedi il bao bao? (QA),Caregiver voc
38,423.25,425.42,ve(di)? è qua il trattore. (RE),Caregiver voc
38,429.16,430.2,xxx,Caregiver voc
38,431.07,433.1,come fa il trattore? (QE),Caregiver voc
38,434.18,435.33,xxx,Caregiver voc
38,436.61,437.95,xxx,Caregiver voc
38,439.97,441.35,come fa il bao bao? (QE),Caregiver voc
38,445.65,447.62,dillo. dì amore. dì. (DA NE DA),Caregiver voc
38,450.68,453.9,basta adesso. non si danno i bacini. (AD RA),Caregiver voc
38,454.1,456.16,tienila così (DA),Caregiver voc
38,458.24,460.28,fagli caro caro. fagli caro caro. (DA),Caregiver voc
38,460.7,463.32,fai caro caro alla bambolina. fai caro caro.,Caregiver voc
38,466.47,468.36,dagli le botte. dagli le botte. (DA),Caregiver voc
38,472.81,475.13,e adesso dagli un bacino a mamma. (DA),Caregiver voc
38,482.06,483.51,vedi il telefono. (DA),Caregiver voc
38,484.64,487.29,vedi il telefono. chiama papà. chia(ma). (DA C),Caregiver voc
38,487.47,488.16,papà. (SB),Caregiver voc
38,488.78,489.67,pronto? (AG),Caregiver voc
38,489.75,490.48,papà. (RE),Caregiver voc
38,490.88,492.74,pronto? papà. (AG),Caregiver voc
38,492.78,494.1,bom bom. brum.,Infant voc
38,494.56,497.64,dov’è? dov’è il treno? dov’è? dov’è? (QE),Caregiver voc
38,498.76,500.81,xxx,Caregiver voc
38,504.33,507.56,basta adesso. non si danno tanti bacini. (AD _),Caregiver voc
38,508.9,509.54,papà. (CW),Infant voc
38,511.36,512.29,chi è?,Caregiver voc
38,513.74,514.59,chi è?,Caregiver voc
38,515.35,515.99,oh.,Infant voc
38,516.39,517.15,chi?,Caregiver voc
38,520.58,522.27,chiama la xxx. (DA),Caregiver voc
38,523.11,524.65,chiama la xxx.,Caregiver voc
38,524.86,526.25,vedi. vedi il trenino? (DA),Caregiver voc
38,526.44,528.98,bum. bum. bum. bum. (C),Caregiver voc
38,531.77,532.63,papà.,Caregiver voc
38,533.39,534.26,e poi? (O),Caregiver voc
38,540.54,542.12,xxx,Caregiver voc
38,542.65,544.18,xxx,Caregiver voc
38,546.43,547.96,vedi mamma? ve(di)? vedi? (DA C),Caregiver voc
38,549.01,550.5,ma(ngia).,Caregiver voc
38,550.78,552.4,fai finta di mangiare. (DA),Caregiver voc
38,552.94,557.76,am. am. am. (OP),Caregiver voc
38,558.43,559.53,vedi mamma. ve(di)? (DA C),Caregiver voc
38,560.43,562.18,no quello. (AD),Caregiver voc
38,562.49,564.33,metti. così devi mettere. (DA DA),Caregiver voc
38,564.55,566.42,poi metti questo qua. (DA),Caregiver voc
38,568.65,570.01,xxx (I),Caregiver voc
38,575.69,577.75,poi fai così mamma. (DA C),Caregiver voc
38,578.04,579.6,così. così. così. (C),Caregiver voc
38,584.18,586.05,adesso mangi. (DA),Caregiver voc
38,586.33,587.79,adesso mangi. (DA),Caregiver voc
38,587.81,589.21,cos’è questo qua? (QE),Caregiver voc
38,589.35,590.31,cos’è?,Caregiver voc
38,594.59,596.09,hai visto come suona? (QA),Caregiver voc
38,597.61,599.54,non si apre mamma. (RE),Caregiver voc
39,0.258,1.07,è una palla?							(QE),Caregiver voc
39,1.66,2.164, e dopo?							(O),Caregiver voc
39,2.922,5.111,xxx palla.							(CW),Infant voc
39,5.499,8.321,sì xxx.							(C I),Caregiver voc
39,11.172,15.45, ma tieni così no eccolo qua così si legge.			(DA C RA),Caregiver voc
39,16.574,17.678,xxx.,Infant voc
39,23.453,24.624,xxx.,Infant voc
39,29.107,29.349,mm. (C),Caregiver voc
39,32.299,33.142,xxx,Caregiver voc
39,36.796,40.88," è morbida quella palla? ma hai il naso sporco? xxx,				(QE QO I)
",Caregiver voc
39,41.213,42.069,a palla (CW),Infant voc
39,42.122,42.652,la palla sì.							(RE C),Caregiver voc
39,42.683,43.574,naso. (CW),Infant voc
39,44.099,44.657,naso.								(RE),Caregiver voc
39,45.127,45.334,no. (CW),Infant voc
39,45.536,45.782,mm. (C),Caregiver voc
39,46.299,46.93,mm. ,Infant voc
39,47.178,48.044,così ti piace?							(C QO),Caregiver voc
39,49.711,49.903,uh.,Infant voc
39,50.723,51.281,oplà.								(C),Caregiver voc
39,51.695,52.056,mm.,Caregiver voc
39,52.334,53.469,no qui guarda guarda			(C DA),Caregiver voc
39,54.322,54.835,guarda (/),Caregiver voc
39,57.771,59.458,uh uh uh.,Infant voc
39,60.556,65.911,ma hai il naso sporco? no? ti piace solo così giocare con la palla? (QO C QA),Caregiver voc
39,71.802,73.886,xxx. (I),Caregiver voc
39,75.732,77.316,sai che questa serve per fare il caffè?			(QO),Caregiver voc
39,78.264,81.486,"dai fai il caffè per la mamma fammi il caffè dai, che bevo il caffè.	(DA C RM)",Caregiver voc
39,82.948,85.762, e le tazzine? dai prendi le tazzine che mi fai il caffè. (QE DA),Caregiver voc
39,90.237,91.376,il piattino.							(RE),Caregiver voc
39,94.203,94.717,e dopo?							(O),Caregiver voc
39,95.711,97.407,e la tazzina dov’è la tazzina?				(QE),Caregiver voc
39,99.239,101.046,dove metti il caffè?  lì?						(QA RE),Caregiver voc
39,101.626,102.41,eh Giulia?							(NC),Caregiver voc
39,103.431,103.863,xxx.,Infant voc
39,105.644,106.641,e lo bevi tu il caffè?						(QA),Caregiver voc
39,107.589,108.522,mm. (C),Caregiver voc
39,111.489,112.37,xxx. (I),Caregiver voc
39,113.513,113.772,mm.,Infant voc
39,115.361,116.286,tutto dentro?							(QE),Caregiver voc
39,117.121,117.349,mm.,Infant voc
39,118.562,119.364,quello non ci sta.						(RE),Caregiver voc
39,120.483,121.733,no è troppo grande.						(C RE),Caregiver voc
39,122.167,122.708,no.,Infant voc
39,122.738,123.424,no. (C),Caregiver voc
39,127.665,128.762,quello va bene.						(RE),Caregiver voc
39,129.407,129.647,no.,Infant voc
39,130.197,132.142,la palla non ci sta perché è troppo grande.			(RE),Caregiver voc
39,132.765,133.829,la tengo io la palla?						(QM),Caregiver voc
39,135.115,135.623,e bè,Infant voc
39,136.03,136.379,così?								(C),Caregiver voc
39,136.613,137.367,oplà.								(C),Caregiver voc
39,137.404,138.568,xxx,Caregiver voc
39,141.501,142.443,a palla.								(CW),Infant voc
39,142.534,143.337,la palla.							(RE),Caregiver voc
39,157.756,159.398,girala eh girala bene.					(AE),Caregiver voc
39,161.297,162.051,ecco xxx.							(C I),Caregiver voc
39,166.699,167.179,mamma.							(CW),Infant voc
39,167.392,168.112,cosa devo fare?						(QM),Caregiver voc
39,170.82,172.419,mettiamo il coperchio guarda così?				(W QA),Caregiver voc
39,176.091,178.358, vuole un caffè il signore? faccio un caffè?		(QE QM),Caregiver voc
39,180.109,180.914,xxx. (I),Caregiver voc
39,182.316,183.522,ecco vuoi il caffè?						(C QA),Caregiver voc
39,186.797,187.179,bevi.							(DA),Caregiver voc
39,188.996,192.249,ma la devi tenere tu in mano la tazzina come fai a giocare?	(DA QA),Caregiver voc
39,192.285,192.62,no. (CW),Infant voc
39,192.866,194.212,no lascio così?						(C QM),Caregiver voc
39,220.413,222.039, xxx caffè?							(I),Caregiver voc
39,222.039,223.942,xxx. anch’io. (CW),Caregiver voc
39,225.349,227.088,cosa?una tazzina piccolina?	(O QE)	,Caregiver voc
39,227.379,227.61,mm.,Infant voc
39,228.212,229.164,quanto piccola è?						(QE),Caregiver voc
39,230.045,230.769,eh la palla.							(CW),Infant voc
39,230.808,232.009,eh la palla.							(AM RE),Caregiver voc
39,233.386,234.508,oplà.						(C),Caregiver voc
39,235.954,236.736, grazie.							(AE),Caregiver voc
39,243.407,243.765,ah.,Infant voc
39,244.17,245.951, un cuoricino mm.						(RE C),Caregiver voc
39,251.553,252.465,hai bevuto tutto?						(QA),Caregiver voc
39,254.234,256.267, oh mamma mia tutto quanto l’hai bevuto?			(C QA),Caregiver voc
39,256.407,256.702, no.						(CW),Infant voc
39,257.03,257.428,no?						(C),Caregiver voc
39,257.051,257.963,xxx.,Infant voc
39,258.729,260.501,ma la bimba ha bevuto il caffè la bimba?			(QE),Caregiver voc
39,260.82,261.458,dov’è la bimba?						(QE),Caregiver voc
39,262.155,263.539,ma mamma.							(CW),Infant voc
39,263.167,265.665,"ah è qui la bimba, dai dagli un po’ di caffè anche alla bimba.	(C RE DA)",Caregiver voc
39,267.771,270.951,xxx alla bimba.						(CW),Infant voc
39,271.012,271.957,alla bimba sì.						(AE),Caregiver voc
39,273.234,276.659,xxx.,Infant voc
39,277.854,278.769,xxx. (I),Caregiver voc
39,278.963,279.902,bimba.						(CW),Infant voc
39,280.082,281.036,che cos’ha la bimba?					(QE),Caregiver voc
39,286.984,289.497, no che cos’hai?						(C QO),Caregiver voc
39,289.528,290.081,ah.,Infant voc
39,293.331,296.93, vuoi un po’ d’acqua? 	 ti do un po’ d’acqua eh?	(QA RM C),Caregiver voc
39,296.142,296.297,xxx,Infant voc
39,297.161,297.361,sì.,Infant voc
39,297.541,298.693,vado a prendere l’acqua.					(RM),Caregiver voc
39,304.835,313.41,eh ah oh ah ah eh xxx.,Infant voc
39,319.133,320.438,ecco qua l’acqua tieni.					(RE DA),Caregiver voc
39,323.671,324.808,attenta a non farla cadere.					(AD),Caregiver voc
39,331.565,331.996,mamma.							(CW),Infant voc
39,332.051,332.519,anch’io?							(QM),Caregiver voc
39,333.696,335.769,mm vuoi ancora?						(C QO),Caregiver voc
39,336.343,336.638,mm.,Infant voc
39,337.237,338.668,no lì dentro no no.						(AD),Caregiver voc
39,339.145,341.927,quello è un giocattolo ma non non si mette l’acqua dentro.	(RE AD),Caregiver voc
39,343.094,344.544,no xxx.							(AD I),Caregiver voc
39,344.568,346.337,ah ah.,Infant voc
39,346.917,349.158, qui bevi l’acqua non si può.					(RA AD),Caregiver voc
39,350.708,351.13,oh.,Infant voc
39,351.231,351.668,no. (AD),Caregiver voc
39,352.018,352.805, là.								(CW),Infant voc
39,352.948,355.893,no giochi così e l’acqua va messa via eccola qua.		(AD RA DA RE),Caregiver voc
39,361.899,367.303,mm mm eh eh mm.,Infant voc
39,367.31,370.82,dai metti dentro una dentro l’altra prova a mettere prendi anche quella lì.	(DA DA),Caregiver voc
39,373.079,374.841,le mettiamo tutte in piedi guarda cosa faccio.		(W DA),Caregiver voc
39,376.966,377.778,una.								(RE),Caregiver voc
39,379.686,381.452,dopo prendiamo questa.					(W),Caregiver voc
39,382.598,387.553,questa dopo questa e questa.				(RE),Caregiver voc
39,389.662,391.805,dai ce n’è ancora dopo questa con questa.			(RE RM),Caregiver voc
39,393.088,393.334,mm.,Infant voc
39,394.583,395.474,e questa con questa.						(RM),Caregiver voc
39,398.398,404.908,poi xxx quella due tre quattro e cinque.			(I RE),Caregiver voc
39,410.817,411.671,no?	non va bene?		(C QE),Caregiver voc
39,413.465,413.99,sì sì.								(CW),Infant voc
39,414.294,416.428,"ah contale dai, conta xxx contali.				(C DA C DA I DA)",Caregiver voc
39,417.714,418.559,una. (RE),Caregiver voc
39,419.917,420.136,mm.,Infant voc
39,422.449,422.896,quella lì?							(QE),Caregiver voc
39,434.553,436.048,basta non giochi più?					(QA),Caregiver voc
39,444.066,453.963, la palla pum@o. uh te la tiro io adesso? uno due tre. hehehe. (RE OP C QM AR),Caregiver voc
39,452.331,452.759,ah.,Infant voc
39,455.814,457.176,dai tirala ancora alla mamma.				(DA),Caregiver voc
39,457.68,458.544,xxx. (I),Caregiver voc
39,461.051,461.63,sul naso?							(QO),Caregiver voc
39,462.565,462.948,oh.,Infant voc
39,464.422,466.598,la vai a prendere? vai a prendere la palla dai.			(QA DA C),Caregiver voc
39,470.778,471.343,oh.,Infant voc
39,493.206,494.814,xxx.,Infant voc
39,495.319,495.623,tò.								(DA),Caregiver voc
39,496.231,501.097,così così la tazzina un’altra tazzina il cucchiaino.		(C RE RE),Caregiver voc
39,502.17,506.264,ecco così e così. ecco qua qua è pronto.			(C RE),Caregiver voc
39,507.167,509.164,xxx,Infant voc
39,508.841,510.963,sei al telefono? a chi devi telefonare tu?	(QA QA),Caregiver voc
39,512.702,513.021,bò.,Infant voc
39,513.55,515.398,alla zia? dai telefona xx.				(QE DA I),Caregiver voc
39,530.544,532.772,ah mamma ah tò.						(CW),Infant voc
39,533.2,534.55,dai te lo giro io?						(QM),Caregiver voc
39,535.632,537.221,ecco digli.							(C DA),Caregiver voc
39,537.3,538.437,pronto?								(CW),Infant voc
39,538.96,539.255,mm.,Infant voc
39,543.491,546.295,digli che cosa hai combinato questa mattina alla zia diglielo dì.	(DA C),Caregiver voc
39,547.753,549.02,che cosa hai combinato xxx?				(QA I),Caregiver voc
39,548.575,549.496, a zia.								(CW),Infant voc
39,549.486,549.713,eh. (C),Caregiver voc
39,549.512,550.256,xxx.,Infant voc
39,551.182,551.777,e dopo?							(O),Caregiver voc
39,552.201,552.63,poi.								(CW),Infant voc
39,553.696,556.111, cosa hai combinato?	che la mamma non voleva che giocavi.	(QA AD),Caregiver voc
39,557.135,557.409,mm? (C),Caregiver voc
39,557.295,558.48,nell’acqua.							(CW),Infant voc
39,558.531,558.837,mm. (C),Caregiver voc
39,560.068,562.012,e acqua xxx.							(CW),Infant voc
39,562.374,562.581,mm. (C),Caregiver voc
39,563.316,565.146,xxx.,Infant voc
39,569.656,574.632,xxx.,Infant voc
39,576.013,576.308,xxx,Caregiver voc
39,577.704,579.612,xxx,Infant voc
39,579.664,581.273,ma il treno? 	come fa il treno?			(QE /),Caregiver voc
39,582.819,583.197,eh? (C),Caregiver voc
39,585.436,587.986,ah ah giù oh xxx.						(CW),Infant voc
39,588.41,588.886,cosa?								(O),Caregiver voc
39,588.632,589.698,eh giù.								(CW),Infant voc
39,589.796,590.225,mm. (C),Caregiver voc
39,590.422,590.815,mm.,Infant voc
39,591.26,593.085,e giù e giù.							(CW),Infant voc
39,593.241,596.385,ma tu devi alzarti in piedi se ti alzi in piedi vieni qua.	(DA RA DA),Caregiver voc
39,596.909,599.013,olà dai tiralo tieni.						(AN DA DA),Caregiver voc
41,6.21,7.47,guarda che c’è qua. (DA),Caregiver voc
41,8.15,9.22,stai attenta. (DO),Caregiver voc
41,10.68,12.27,cos’è questo? guarda. (QE DA),Caregiver voc
41,13.07,13.61,cos’è? (QE),Caregiver voc
41,14.36,15.69,questo si mette? (QE),Caregiver voc
41,16.13,16.83,no qui. (C RE),Caregiver voc
41,20.91,21.92,guarda Lisa. (DA NC),Caregiver voc
41,23.63,24.1,guarda. (DA),Caregiver voc
41,24.89,26.57,questi li mettiamo dentro. (W),Caregiver voc
41,27.75,29.35,e questo lo mettiamo dentro. (_),Caregiver voc
41,32.27,32.88,guarda. (DA),Caregiver voc
41,34.4,36.26,apri. guarda cosa c’è. (DA DA),Caregiver voc
41,37.61,38.87,sei capace ad aprirlo? (QO),Caregiver voc
41,40.78,42.27,uh. cosa c’è dentro? (C QE),Caregiver voc
41,46.2,47.36,che cosa c’è? apri. (QE DA),Caregiver voc
41,49.34,49.92,xxx,Caregiver voc
41,51.26,51.92,uh. (C),Caregiver voc
41,62.16,63.0,ancora? (QE),Caregiver voc
41,63.13,64.22,apri anche quello. (DA),Caregiver voc
41,70.88,71.65,cigola. (RE),Caregiver voc
41,73.57,74.3,xxx (I),Caregiver voc
41,76.8,77.51,xxx,Caregiver voc
41,78.33,78.81,apri. (DA),Caregiver voc
41,79.68,80.63,fai così. guarda (DA DA),Caregiver voc
41,82.49,84.57,oh. un altro? (C QE),Caregiver voc
41,85.85,86.5,oh. (C),Caregiver voc
41,88.83,89.68,hai visto? (QA),Caregiver voc
41,90.94,92.7,che bello. (RE),Caregiver voc
41,92.73,93.75,queto.,Infant voc
41,93.77,94.18,eh. (C),Caregiver voc
41,94.68,95.66,e questa cos’è? (QE),Caregiver voc
41,96.39,97.92,beviamo? beviamo il tè? (W _),Caregiver voc
41,99.71,100.18,mmm? (C),Caregiver voc
41,101.59,103.42,dove va messo il tè che è qui dentro? (QE),Caregiver voc
41,103.87,104.69,dove va messo?,Caregiver voc
41,106.15,107.26,dove lo mettiamo? (W),Caregiver voc
41,107.44,107.77,qui?,Caregiver voc
41,108.45,109.03,così? (C),Caregiver voc
41,111.63,112.31,anche qua? (C),Caregiver voc
41,113.62,114.64,bevi adesso. (DA),Caregiver voc
41,116.68,119.23,mescola che c’è lo zucchero. mescola bene. (DA _),Caregiver voc
41,122.66,123.45,è buono? (QE),Caregiver voc
41,124.7,125.13,è?,Caregiver voc
41,126.67,127.47,ancora?,Caregiver voc
41,131.05,132.09,anche alla mamma (RE),Caregiver voc
41,134.28,135.36,basta. basta. (AD),Caregiver voc
41,136.79,137.61,anche a te. (DA),Caregiver voc
41,139.74,140.5,beviamo? (W),Caregiver voc
41,141.15,141.47,sì. (CW),Infant voc
41,141.8,144.78,prendi la tazzina per il manico. qui. (DA C),Caregiver voc
41,149.56,150.45,così si beve? (QA),Caregiver voc
41,153.19,155.31,uh. buono? (C QE),Caregiver voc
41,156.18,156.76,buono?,Caregiver voc
41,158.65,159.92,mmm. (C),Caregiver voc
41,160.05,161.26,e questo cos’è? (QE),Caregiver voc
41,162.01,162.89,un lenzuolo? (QE),Caregiver voc
41,165.17,166.44,cosa si fa con il lenzuolo? (QE),Caregiver voc
41,167.35,167.95,così? (C),Caregiver voc
41,169.91,171.23,cucù. (AR),Caregiver voc
41,172.78,173.98,cucù.,Caregiver voc
41,175.03,175.78,quello cos’è? (QE),Caregiver voc
41,178.36,179.96,guarda che bello grande. guarda. (DA C),Caregiver voc
41,181.3,182.94,facciamo la pappa che fa la nanna? (W),Caregiver voc
41,183.16,183.46,sì. (CW),Infant voc
41,183.83,184.29,mmm. (C),Caregiver voc
41,184.52,185.95,e dopo cosa dobbiamo fare?	(W),Caregiver voc
41,186.52,186.96,uh. (C),Caregiver voc
41,187.79,189.9,non respira così Lisa. (RE NC),Caregiver voc
41,191.67,192.36,eh? (C),Caregiver voc
41,192.68,193.51,la tata. (RE),Caregiver voc
41,194.01,194.72,ah. (C),Caregiver voc
41,195.87,197.25,poverina. (RE),Caregiver voc
41,199.47,200.78,le fai la nanna? (QA),Caregiver voc
41,200.87,202.12,guarda la mamma Lisa. (DA NC),Caregiver voc
41,202.65,204.04,nanna. (RE),Caregiver voc
41,204.99,206.39,fai la nanna anche te. (DA),Caregiver voc
41,208.68,212.38,piano. fai piano con quel telefono. fammi sentire chi chiami. (DA DA),Caregiver voc
41,214.49,215.37,nona? (CW),Infant voc
41,216.5,218.48,non(n)a? dille come stai? (QE DA),Caregiver voc
41,218.53,218.88,no.,Infant voc
41,219.74,221.16,chiedile come sta alla nonna (DA),Caregiver voc
41,223.77,224.39,Lisa? (NC),Caregiver voc
41,226.57,227.52,guarda la mamma. (DA),Caregiver voc
41,228.69,230.15,chiedile come sta la nonna. (DA),Caregiver voc
41,230.81,231.88,siediti bene. (DA),Caregiver voc
41,232.41,233.56,chiedile come sta. (DA),Caregiver voc
41,236.16,237.97,mettiamo giù? o vuoi parlare? (W QA),Caregiver voc
41,238.26,238.86,giù. (CW),Infant voc
41,239.05,239.52,giù.,Caregiver voc
41,240.08,240.46,ecco. (C),Caregiver voc
41,241.23,242.43,e questi libri qua? (QE),Caregiver voc
41,244.58,247.65,uh. che bello. guarda. (C RE DA),Caregiver voc
41,247.86,248.7,cos’è questa? (QE),Caregiver voc
41,251.02,252.6,Lisa? guarda la mamma. (NC DA),Caregiver voc
41,253.2,254.15,cos’è questa? (QE),Caregiver voc
41,257.99,258.64,cos’è?,Caregiver voc
41,261.31,262.09,guarda. (DA),Caregiver voc
41,262.19,264.3,guarda le peppe.,Caregiver voc
41,266.23,268.25,le scarpe. guarda il cane. (RE DA),Caregiver voc
41,271.9,273.6,niente. non ti piace? (C QO),Caregiver voc
41,277.58,278.91,piano. (AD),Caregiver voc
41,280.35,282.93,dopo cosa dice la Marina se non ti giochi? (QE),Caregiver voc
41,284.42,284.76,eh. (C),Caregiver voc
41,289.34,290.48,oh.,Caregiver voc
41,292.64,294.01,guarda che bella bambola che c’è qui. (DA),Caregiver voc
41,297.17,297.92,hai visto? (QA),Caregiver voc
41,298.13,299.4,guarda la moto. (DA),Caregiver voc
41,300.27,301.89,come quella della Lisa. (RE NC),Caregiver voc
41,303.63,304.05,eh?,Caregiver voc
41,305.86,306.69,un bruco. (RE),Caregiver voc
41,308.87,310.08,mmm. (C),Caregiver voc
41,310.25,311.43,la sedia. (RE),Caregiver voc
41,311.92,312.78,c’è la sedia? (QE),Caregiver voc
41,313.18,314.84,no. è la tutù questa. (C RE),Caregiver voc
41,318.95,319.34,gua(rda). (DA),Caregiver voc
41,320.55,322.33,che bella. (RE),Caregiver voc
41,325.51,326.0,eh? (C),Caregiver voc
41,326.3,327.06,e questo?,Caregiver voc
41,327.42,328.89,questo qui l’abbiamo guardato? (W),Caregiver voc
41,330.05,331.01,(as)petta eh? (DA C),Caregiver voc
41,332.47,332.98,gua(rda). (DA),Caregiver voc
41,334.19,336.06,trenino. con il. chi è questo? (RE QE),Caregiver voc
41,339.55,340.2,casa. (RE),Caregiver voc
41,357.49,358.1,oh. (C),Caregiver voc
41,363.71,364.4,è duro? (QE),Caregiver voc
41,364.73,365.58,non si apre? (QE),Caregiver voc
41,370.38,371.72,apri bene. (DA),Caregiver voc
41,371.83,373.69,la casa. la bambola. (RE RE),Caregiver voc
41,375.76,376.49,attenta. (AD),Caregiver voc
41,378.39,380.76,oeh. perché l’hai buttato via? (C QA),Caregiver voc
41,381.75,382.2,eh? (C),Caregiver voc
41,383.63,385.43,perché l’hai buttato via amore? (QA NE),Caregiver voc
41,386.63,391.08,e il trenino come fa? ciu ciuf. ciu ciuf. (QE OP),Caregiver voc
41,393.76,394.99,ciu ciuf.,Caregiver voc
41,399.91,401.42,ciu ciuf.,Caregiver voc
41,403.66,404.6,trenino. (CW),Infant voc
41,404.67,405.12,pronti (RE),Caregiver voc
41,406.44,408.11,no prendila per la xxx di qua. (DA),Caregiver voc
41,408.43,409.62,gira adesso. (DA),Caregiver voc
41,434.92,436.5,Lisa? vieni qua. (NE DA),Caregiver voc
41,438.72,440.25,vieni che giochiamo qua. (W),Caregiver voc
41,442.56,443.77,vieni dalla mamma. (DA),Caregiver voc
41,448.84,450.24,accipicchia. (C),Caregiver voc
41,454.25,455.58,dove è andata la Lisa? (QA NC),Caregiver voc
41,455.96,457.4,eh trovata. (C RA),Caregiver voc
41,457.96,459.31,dove scappi? (QA),Caregiver voc
41,459.66,460.2,eh? (C),Caregiver voc
41,463.0,464.37,col trenino? (QE),Caregiver voc
41,465.24,466.73,e come fa il trenino? (QE),Caregiver voc
41,467.35,468.22,come fa?,Caregiver voc
41,469.8,471.95,attenta che ci sono i giocattoli lì dietro. (AD RE),Caregiver voc
41,473.89,474.72,nonna. (CW),Infant voc
41,475.01,475.89,nonna. (RE),Caregiver voc
41,478.56,479.41,piano. (AD),Caregiver voc
41,482.56,483.54,piano.,Caregiver voc
41,497.57,498.73,cos’ha le ruote? (QE),Caregiver voc
41,499.46,500.83,sono le ruote queste? (QE),Caregiver voc
41,503.66,504.56,e questo cos’è? (QE),Caregiver voc
41,507.4,508.45,e postare. (CW),Infant voc
41,508.77,511.14,spostare? dopo spostiamo il tavolino. (QA W),Caregiver voc
41,512.29,513.0,vieni qua. (DA),Caregiver voc
41,514.46,515.3,vieni qua Lisa. (C NC),Caregiver voc
41,516.38,517.25,Lisa? (NC),Caregiver voc
41,518.77,520.8,guarda qui cosa hai fatto. (DA RA),Caregiver voc
41,522.14,522.73,guarda. (DA),Caregiver voc
41,524.02,524.61,vieni qua. (DA),Caregiver voc
41,529.68,530.25,guarda. (DA),Caregiver voc
41,530.59,532.51,facciamo un castello così a pigna? (W),Caregiver voc
41,533.99,534.87,questa. (RE),Caregiver voc
41,536.43,537.56,questa.,Caregiver voc
41,548.99,550.87,uh. (C),Caregiver voc
41,554.55,555.18,mmm. (AN),Caregiver voc
41,556.65,559.32,xxx,Infant voc
41,557.68,558.16,è? (QE),Caregiver voc
41,560.73,562.46,ma non si può toccare quella. (RE),Caregiver voc
41,563.8,564.61,guai. (AD),Caregiver voc
41,564.63,565.31,l’Eli.,Infant voc
41,565.58,566.33,non si può. (AD),Caregiver voc
41,566.67,568.19,non c’è l’Eli qua amore. (RE NE),Caregiver voc
41,569.43,571.97,non c’è l’Eli. è della Marina questo. si rompe. (RE RE RE),Caregiver voc
41,572.3,572.85,guai.,Caregiver voc
41,574.37,575.11,guai.,Caregiver voc
41,576.05,577.01,anche quella.,Caregiver voc
41,579.12,580.82,giochiamo a questi giocattoli qua. (W),Caregiver voc
41,581.18,581.67,gua(rda). (DA),Caregiver voc
41,581.9,582.74,le facciamo. (W),Caregiver voc
41,582.8,584.79,mettiamo. facciamo la nanna alla tata. (W W),Caregiver voc
41,585.73,587.3,mettiamo questo. (W),Caregiver voc
41,588.14,590.59,così. e una coperta. (RE),Caregiver voc
41,590.85,591.9,e dopo cosa si dice? (QA),Caregiver voc
41,592.93,593.67,xxx,Infant voc
41,594.7,598.18,le dai la pappa con il cucchiaino alla tata che ha fame? pren(di). (QA DA),Caregiver voc
43,0.17,1.2,dai. la copri? (QA),Caregiver voc
43,1.61,1.85,eh? (C),Caregiver voc
43,2.73,4.28,per fare la nanna alla tata (RE),Caregiver voc
43,4.92,5.75,cosi cosi fa (RE),Caregiver voc
43,6.71,10.12,xxx (I),Caregiver voc
43,10.51,14.87,che bella che sei. come la chiamiamo questa tata?mmm? (RE W C),Caregiver voc
43,15.57,20.62,porca loca è caduata. si è fatta la bua (C RE QE),Caregiver voc
43,16.83,17.4,xxx,Infant voc
43,21.98,23.2,conh le gambe per su (RE),Caregiver voc
43,23.4,27.2,ai ai ai ai. guarda cosa c'è qua. guarda (C DA C),Caregiver voc
43,26.85,27.19,eh ,Infant voc
43,27.59,29.3,questo. dai che gli diamo la papap (RE DA W),Caregiver voc
43,31.07,32.16,dai. tienila (DA),Caregiver voc
43,32.61,34.04,bambolina. che gli diamo la pappa dai. (RE W),Caregiver voc
43,34.81,36.33,am. dai. (OP AE),Caregiver voc
43,38.09,39.65,am. come si fa? (OP QA),Caregiver voc
43,40.29,42.6,boca mi. boca ti. boca al cam (AR),Caregiver voc
