,sub,onset,offset,cat,tier,group,latency,latency group
1291,22,359.327,360.139,xxx,Caregiver voc,1,2.031000000000006,within person
1292,22,360.415,362.678,oh un'altra ancora (C RE),Caregiver voc,1,0.27600000000001046,within person
1293,22,362.022,362.982,xxx,Infant voc,1,-0.6560000000000059,cg-infant
1294,22,363.586,365.022,(r)ossa (CW),Infant voc,1,0.603999999999985,within person
1295,22,364.977,369.512,"rossa brava, oh un’altra ancora	(RE AE C RE)",Caregiver voc,1,-0.045000000000015916,infant-cg
1296,22,371.367,373.612,oh brava (AE),Caregiver voc,1,1.8550000000000182,within person
1297,22,375.359,377.72,: hai visto che belli hai visto quante botti? (QA C),Caregiver voc,1,1.7469999999999573,within person
1298,22,378.367,378.794,xxx,Caregiver voc,1,0.6469999999999914,within person
1299,22,379.94,382.495,dai vediamo se riesci a chiuderli bene (W RA),Caregiver voc,1,1.146000000000015,within person
1300,22,384.421,384.866,(q)uesta,Infant voc,1,1.9259999999999877,cg-infant
1301,22,385.329,385.95,xxx,Caregiver voc,1,0.4630000000000223,infant-cg
1302,22,386.373,388.019,no ci va prima quella verde (C RE),Caregiver voc,1,0.4230000000000018,within person
1303,22,388.454,389.049,xxx,Infant voc,1,0.4350000000000023,cg-infant
1304,22,389.249,390.11,xxx,Caregiver voc,1,0.20000000000004547,infant-cg
1305,22,390.407,391.357,xxx,Caregiver voc,1,0.2969999999999686,within person
1306,22,392.365,394.049,poi quella rossa mm (RE C),Caregiver voc,1,1.0079999999999814,within person
1307,22,394.448,395.16,xxx,Infant voc,1,0.3990000000000009,cg-infant
1308,22,395.789,396.166,xxx,Caregiver voc,1,0.6289999999999623,infant-cg
1309,22,396.554,397.844,quella che colore è (QE),Caregiver voc,1,0.3879999999999768,within person
1310,22,396.667,397.019,xxx,Infant voc,1,-1.177000000000021,cg-infant
1311,22,399.332,401.21,lo sai che colore è? (QO),Caregiver voc,1,2.312999999999988,infant-cg
1312,22,401.404,401.792,xxx,Infant voc,1,0.19400000000001683,cg-infant
1313,22,402.038,403.59,questo è il giallo (RE),Caregiver voc,1,0.24600000000003774,infant-cg
1314,22,404.011,404.202,xxx,Infant voc,1,0.4210000000000491,cg-infant
1315,22,404.157,405.692,xxx,Caregiver voc,1,-0.045000000000015916,infant-cg
1316,22,405.872,406.241,xxx,Caregiver voc,1,0.18000000000000682,within person
1317,22,407.221,408.518,xxx,Caregiver voc,1,0.9800000000000182,within person
1318,22,409.132,410.124,xxx,Caregiver voc,1,0.6140000000000327,within person
1319,22,410.958,416.689,quante belle cose ti ha comprato (RE) : hai detto grazie alla Marina? (QA),Caregiver voc,1,0.8340000000000032,within person
1320,22,416.67,417.695,: g(r)azie ia,Infant voc,1,-0.019000000000005457,cg-infant
1321,22,418.418,419.653,xxx,Caregiver voc,1,0.7230000000000132,infant-cg
1322,22,419.429,421.753,xxx,Infant voc,1,-0.22400000000004638,cg-infant
1323,22,421.919,424.958,grazie Marina gli hai dato anche un bacione? (C RE QA),Caregiver voc,1,0.16599999999999682,infant-cg
1324,22,425.659,427.135,xxx,Infant voc,1,0.700999999999965,cg-infant
1325,22,426.736,429.094,: no non vuoi mandare un bacione?	(C QA),Caregiver voc,1,-0.3990000000000009,infant-cg
1326,22,429.296,430.595,xxx,Infant voc,1,0.20199999999999818,cg-infant
1327,22,430.659,433.703,"xxx guarda, si fa così guarda (I DA C)",Caregiver voc,1,0.06399999999996453,infant-cg
1328,22,434.351,435.717,xxx,Caregiver voc,1,0.6480000000000246,within person
1329,22,435.891,436.31,xxx,Infant voc,1,0.17400000000003502,cg-infant
1330,22,436.684,442.005,"xxx il tappeto, poi vengono le formichine (I RE) ",Caregiver voc,1,0.37400000000002365,infant-cg
1331,22,442.952,451.501,vedi si versa così glu glu glu (DA OP) dai beviamo (W),Caregiver voc,1,0.9470000000000027,within person
1332,22,442.969,443.554,xxx,Infant voc,1,-8.531999999999982,cg-infant
1333,22,448.778,449.315,xxx,Infant voc,1,5.224000000000046,within person
1334,22,452.914,456.487,"mm buono, cosa diceva il dottore? (C RE QE)",Caregiver voc,1,3.5989999999999895,infant-cg
1335,22,454.908,457.357,xxx,Infant voc,1,-1.5790000000000077,cg-infant
1336,22,457.13,464.144,il dottore cosa ha detto l’altra volta mm che buon caffè (QE C RE) ancora? Dai	(C),Caregiver voc,1,-0.2270000000000323,infant-cg
1337,22,461.709,462.698,cora,Infant voc,1,-2.4350000000000023,cg-infant
1338,22,465.083,467.332,metti la tazza lì nel piattino (DA),Caregiver voc,1,2.3850000000000477,infant-cg
1339,22,468.803,472.022,mm così cade tutto il the (C RE),Caregiver voc,1,1.4710000000000036,within person
1340,22,473.714,477.099,glu glu glu (OP),Caregiver voc,1,1.6920000000000073,within person
1341,22,475.878,476.257,xxx,Infant voc,1,-1.2210000000000036,cg-infant
1342,22,477.06,477.988,xxx,Infant voc,1,0.8029999999999973,within person
1343,22,477.8,480.916,adesso mescoliamo bene (W),Caregiver voc,1,-0.18799999999998818,infant-cg
1344,22,481.936,482.839,xxx,Infant voc,1,1.0199999999999818,cg-infant
1345,22,482.889,484.036,xxx,Caregiver voc,1,0.05000000000001137,infant-cg
1346,22,485.426,486.116,xxx,Caregiver voc,1,1.3899999999999864,within person
1347,22,486.351,487.886,adesso beviamo (W),Caregiver voc,1,0.23500000000001364,within person
1348,22,490.437,491.241,xxx,Caregiver voc,1,2.5509999999999877,within person
1349,22,497.193,498.296,oh com’è quel thè? (C QE),Caregiver voc,1,5.951999999999998,within person
1350,22,498.778,499.13,xxx,Infant voc,1,0.48200000000002774,cg-infant
1351,22,499.434,500.542,xxx,Caregiver voc,1,0.30400000000003047,infant-cg
1352,22,500.457,501.332,anco(r)a,Infant voc,1,-0.08499999999997954,cg-infant
1353,22,501.454,502.831,ancora thè? Glu glu glu (QE OP),Caregiver voc,1,0.1220000000000141,infant-cg
1354,22,502.637,502.95,xxx,Infant voc,1,-0.19400000000001683,cg-infant
1355,22,504.282,505.047,xxx,Infant voc,1,1.3319999999999936,within person
1356,22,505.559,507.781,xxx,Caregiver voc,1,0.5120000000000005,infant-cg
1357,22,507.351,508.171,xxx,Infant voc,1,-0.4300000000000068,cg-infant
1358,22,508.254,509.817,xxx,Caregiver voc,1,0.08300000000002683,infant-cg
1359,22,510.235,511.844,mescoliamo bene (W),Caregiver voc,1,0.41800000000000637,within person
1360,22,518.842,519.687,xxx,Infant voc,1,6.9979999999999905,cg-infant
1361,22,519.867,521.002,adesso basta	 (AD),Caregiver voc,1,0.17999999999994998,infant-cg
1362,22,521.221,522.016,anco(r)la,Infant voc,1,0.21900000000005093,cg-infant
1363,22,522.26,522.994,xxx,Caregiver voc,1,0.2440000000000282,infant-cg
1364,22,523.055,523.9,anco(r)la,Infant voc,1,0.06099999999992178,cg-infant
1365,22,523.944,525.811,ma quanto caffè vuoi bere? (QA),Caregiver voc,1,0.04399999999998272,infant-cg
1366,22,525.584,526.659,xxx,Infant voc,1,-0.22700000000008913,cg-infant
1367,22,526.736,530.515,mettiamo a posto adesso (W),Caregiver voc,1,0.07699999999999818,infant-cg
1368,22,530.459,532.689,via apri,Infant voc,1,-0.05600000000004002,cg-infant
1369,22,532.847,533.296,xxx,Caregiver voc,1,0.15800000000001546,infant-cg
1370,22,533.991,537.711,"è aperto, sei capace di metterlo via? (RE QO)",Caregiver voc,1,0.6949999999999363,within person
1371,22,537.692,538.401,no,Infant voc,1,-0.019000000000005457,cg-infant
1372,22,538.351,540.864,"non sei capace tu, ti aiuta la mamma? (RO QM)",Caregiver voc,1,-0.049999999999954525,infant-cg
1373,22,541.545,543.764,dov’è quello giallo piccolino mm?	(QE C),Caregiver voc,1,0.6809999999999263,within person
1374,22,544.878,545.459,xxx,Caregiver voc,1,1.1140000000000327,within person
1375,22,546.548,547.601,dov’è andato? (QE),Caregiver voc,1,1.0890000000000555,within person
1376,22,550.626,552.623,hai dato un nome a questo bambino (QA),Caregiver voc,1,3.0249999999999773,within person
1377,22,553.578,556.044,xxx,Infant voc,1,0.9549999999999272,cg-infant
1378,22,554.205,555.698,xxx,Caregiver voc,1,-1.8389999999999418,infant-cg
1379,22,556.374,557.529,come si chiama (QE),Caregiver voc,1,0.6760000000000446,within person
1380,22,558.606,560.013,l’a(cq)ua,Infant voc,1,1.0769999999999982,cg-infant
1381,22,560.421,561.573,l’acqua (RE),Caregiver voc,1,0.40800000000001546,infant-cg
1382,22,562.301,563.008,xxx,Caregiver voc,1,0.7280000000000655,within person
1383,22,565.099,566.368,: al tato,Infant voc,1,2.091000000000008,cg-infant
1384,22,566.199,570.288,"il tato, ma hai dato un nome? (RE DA) come lo chiamiamo questo bambolino? (W)",Caregiver voc,1,-0.1690000000000964,infant-cg
1385,22,567.376,568.008,xxx,Infant voc,1,-2.9120000000000346,cg-infant
1386,22,568.371,568.698,xxx,Infant voc,1,0.3629999999999427,within person
1387,22,569.753,571.709,bu xxx,Infant voc,1,1.0550000000000637,within person
1388,22,571.703,573.498,Blu vuoi che lo chiamiamo? (QO W),Caregiver voc,1,-0.005999999999971806,infant-cg
1389,22,573.587,573.988,xxx,Infant voc,1,0.08899999999994179,cg-infant
1390,22,573.933,576.085,lo chiamiamo Blu o Marina? ( - ),Caregiver voc,1,-0.055000000000063665,infant-cg
1391,22,576.62,578.002,l’a(cq)ua,Infant voc,1,0.5349999999999682,cg-infant
1392,22,577.875,579.49,: mi dai ancora acqua? Dai (QA AE),Caregiver voc,1,-0.1269999999999527,infant-cg
1393,22,579.869,580.315,xxx,Caregiver voc,1,0.3790000000000191,within person
1394,22,580.872,582.928,che ti ha portato anche una pallina la Marina? (QE),Caregiver voc,1,0.5569999999999027,within person
1395,22,583.808,584.177,xxx,Infant voc,1,0.8799999999999955,cg-infant
1396,22,584.587,585.022,xxx,Caregiver voc,1,0.40999999999996817,infant-cg
1397,22,584.969,589.39,uh uh,Infant voc,1,-0.05299999999999727,cg-infant
1398,22,589.26,590.534,questa chi te la portata? (QE),Caregiver voc,1,-0.12999999999999545,infant-cg
1399,22,590.889,593.235,uh uh,Infant voc,1,0.3550000000000182,cg-infant
1400,22,593.277,595.451,la Marina? Che bella che è (QE RE),Caregiver voc,1,0.04200000000003001,infant-cg
1401,22,594.883,596.781,ina,Infant voc,1,-0.5679999999999836,cg-infant
1402,22,597.329,597.828,xxx,Caregiver voc,1,0.5480000000000018,infant-cg
1403,22,597.761,599.265,xxx,Infant voc,1,-0.06700000000000728,cg-infant
1404,22,599.138,600.806,non la vuoi questa?	 (QO),Caregiver voc,1,-0.1269999999999527,infant-cg
1405,22,599.905,601.548,xxx,Infant voc,1,-0.9010000000000673,cg-infant
1406,23,74.55,75.459,è una bici? (QE),Caregiver voc,1,NaN,NaN
1407,23,75.593,76.07,si (CW),Infant voc,1,0.13400000000000034,cg-infant
1408,23,76.071,77.001,o una moto?		(QE),Caregiver voc,1,0.0010000000000047748,infant-cg
1409,23,77.112,77.992,na bici.	(CW),Infant voc,1,0.11099999999999,cg-infant
1410,23,77.998,79.105,u)na bici (RE),Caregiver voc,1,0.006000000000000227,infant-cg
1411,23,79.486,81.482,e vediamo poi qua cosa c’è.	(W),Caregiver voc,1,0.3810000000000002,within person
1412,23,81.527,82.85,cucucoco,Infant voc,1,0.045000000000001705,cg-infant
1413,23,83.196,83.589,mmm? (C),Caregiver voc,1,0.34600000000000364,infant-cg
1414,23,83.457,84.268,coco,Infant voc,1,-0.132000000000005,cg-infant
1415,23,84.671,85.69,cucucu,Infant voc,1,0.4030000000000058,within person
1416,23,85.25,87.19,e questa.	(RE) guarda che bella (DA),Caregiver voc,1,-0.4399999999999977,infant-cg
1417,23,86.289,87.07,xxx,Infant voc,1,-0.9009999999999962,cg-infant
1418,23,87.315,88.412,hai visto? (QA),Caregiver voc,1,0.24500000000000455,infant-cg
1419,23,89.451,90.052,xxx,Infant voc,1,1.0389999999999873,cg-infant
1420,23,103.583,105.398,vediamo che brava che sei (W RO),Caregiver voc,1,13.530999999999992,infant-cg
1421,23,106.348,107.182,facciamo ,Caregiver voc,1,0.9500000000000028,within person
1422,23,107.266,108.396,una piramide (W),Caregiver voc,1,0.08400000000000318,within person
1423,23,108.597,109.003,vuoi? (QA),Caregiver voc,1,0.2009999999999934,within person
1424,23,109.184,111.678,con tutti i giochi dai. (DA) vediamo che brava (W RO),Caregiver voc,1,0.18099999999999739,within person
1425,23,111.873,115.377, con questi (RE) vediamo se metti insieme quelli dello stesso colore (W RA),Caregiver voc,1,0.1950000000000074,within person
1426,23,115.998,116.426,dai (C),Caregiver voc,1,0.6210000000000093,within person
1427,23,117.278,117.994,allora (C),Caregiver voc,1,0.8520000000000039,within person
1428,23,118.54,119.317,mama,Infant voc,1,0.5460000000000065,cg-infant
1429,23,118.583,119.227,vediamo (W),Caregiver voc,1,-0.7339999999999947,infant-cg
1430,23,119.826,121.881,vediamo la Beatrice che brava (W NC RO),Caregiver voc,1,0.5989999999999895,within person
1431,23,120.122,120.805,xxx,Infant voc,1,-1.7590000000000003,cg-infant
1432,23,122.356,123.044,allora (C),Caregiver voc,1,1.5509999999999877,infant-cg
1433,23,123.513,124.19,questo? (QE),Caregiver voc,1,0.4690000000000083,within person
1434,23,124.963,126.404,qual è più piccolo? (QE),Caregiver voc,1,0.7729999999999961,within person
1435,23,126.468,127.087,sì (CW),Infant voc,1,0.06400000000000716,cg-infant
1436,23,126.803,127.992,e che colore è questo? (QE),Caregiver voc,1,-0.284000000000006,infant-cg
1437,23,128.134,129.202,grande (CW),Infant voc,1,0.1419999999999817,cg-infant
1438,23,129.544,131.001,e quello è grande. (RE),Caregiver voc,1,0.34200000000001296,infant-cg
1439,23,131.2,132.599,ma questo che colore è?  (QE),Caregiver voc,1,0.19899999999998386,within person
1440,23,133.706,134.398,questo,Caregiver voc,1,1.1069999999999993,within person
1441,23,133.852,134.35,ah,Infant voc,1,-0.5459999999999923,cg-infant
1442,23,135.717,136.301,oh,Infant voc,1,1.3670000000000186,within person
1443,23,136.241,138.363, e quello è un piatto per mangiare la pappa.	(RE),Caregiver voc,1,-0.05999999999997385,infant-cg
1444,23,139.398,139.873,ah,Infant voc,1,1.0349999999999966,cg-infant
1445,23,139.78,141.737, eh (C) col cucchiaio (RE) vedi? (QA),Caregiver voc,1,-0.09299999999998931,infant-cg
1446,23,143.706,144.801,mangia la pappa? (QE),Caregiver voc,1,1.968999999999994,within person
1447,23,145.801,147.196,gliela dai alla bambolina?	 (QE),Caregiver voc,1,1.0,within person
1448,23,147.492,148.799,là dagli la pappa (DA),Caregiver voc,1,0.29599999999999227,within person
1449,23,150.344,150.852,mmm? (C),Caregiver voc,1,1.5449999999999875,within person
1450,23,152.091,154.406, e questo mi hai detto che colore è? (QA),Caregiver voc,1,1.2390000000000043,within person
1451,23,152.935,153.461,xxx,Infant voc,1,-1.4710000000000036,cg-infant
1452,23,153.896,154.795,xxx,Infant voc,1,0.43499999999997385,within person
1453,23,154.982,155.608,ah? (C),Caregiver voc,1,0.18700000000001182,infant-cg
1454,23,155.157,155.71,xxx,Infant voc,1,-0.4509999999999934,cg-infant
1455,23,157.461,159.834, che colore è questo? (QE) la torta (RE),Caregiver voc,1,1.7510000000000048,infant-cg
1456,23,157.749,158.883,la torta.	(CW),Infant voc,1,-2.085000000000008,cg-infant
1457,23,160.07,160.558,xxx,Infant voc,1,1.1869999999999834,within person
1458,23,160.601,163.482, mmm (C) che brava (AE) ascolta (DA),Caregiver voc,1,0.043000000000006366,infant-cg
1459,23,162.103,162.994,xxx,Infant voc,1,-1.3789999999999907,cg-infant
1460,23,165.321,166.41,Beatrice? (NC),Caregiver voc,1,2.326999999999998,infant-cg
1461,23,169.601,171.809,non c’è più torta. (RE) vieni qua (DA),Caregiver voc,1,3.1910000000000025,within person
1462,23,169.926,170.585,xxx,Infant voc,1,-1.8830000000000098,cg-infant
1463,23,173.036,178.389,  guarda che la mamma ti insegna un gioco. (DA) vediamo (W) se sei capace di chiuderli così (RO),Caregiver voc,1,2.4509999999999934,infant-cg
1464,23,178.745,179.367,guarda (DA),Caregiver voc,1,0.35599999999999454,within person
1465,23,180.299,181.124,torta (CW),Infant voc,1,0.9320000000000164,cg-infant
1466,23,181.509,182.044,mmm?,Caregiver voc,1,0.3849999999999909,infant-cg
1467,23,184.075,184.994,guarda che belli (DA),Caregiver voc,1,2.0309999999999775,within person
1468,23,186.083,187.894,mi dici di che colore è questo? (QA),Caregiver voc,1,1.0889999999999986,within person
1469,23,187.861,189.147,ale,Infant voc,1,-0.03300000000001546,cg-infant
1470,23,190.305,193.891,xxx,Infant voc,1,1.1580000000000155,within person
1471,23,194.124,196.404,eh apri. (C DA) non rompere (AD) apri (DA),Caregiver voc,1,0.2330000000000041,infant-cg
1472,23,197.616,198.188,là (C),Caregiver voc,1,1.2120000000000175,within person
1473,23,198.628,199.885,: la torta.	(CW),Infant voc,1,0.4399999999999977,cg-infant
1474,23,201.536,204.151, non ce n’è torta Beatrice (RE NC) vieni qua (DA),Caregiver voc,1,1.6510000000000105,infant-cg
1475,23,205.029,205.482,xxx,Infant voc,1,0.8779999999999859,cg-infant
1476,23,206.486,207.437,torta (CW),Infant voc,1,1.0039999999999907,within person
1477,23,208.173,208.605,torta,Infant voc,1,0.73599999999999,within person
1478,23,212.254,214.813,Beatrice non c’è torta. (NC RE) vuoi bere tè?	(QA),Caregiver voc,1,3.649000000000001,infant-cg
1479,23,215.523,216.068,torta,Infant voc,1,0.710000000000008,cg-infant
1480,23,216.523,217.044,eh? (C),Caregiver voc,1,0.4549999999999841,infant-cg
1481,23,217.309,217.671,xxx,Infant voc,1,0.26499999999998636,cg-infant
1482,23,217.994,223.108,ma no. (C) non è pesca questa.	(RE) è fredda. (W) l’abbiamo appena presa fuori dal frigorifero. (W) vuoi del tè? (QO),Caregiver voc,1,0.3230000000000075,infant-cg
1483,23,222.507,222.883,xxx,Infant voc,1,-0.6009999999999991,cg-infant
1484,23,223.268,223.752,no (CW),Infant voc,1,0.3849999999999909,within person
1485,23,224.009,224.599,xxx,Infant voc,1,0.2569999999999766,within person
1486,23,225.161,227.066,: pe(s)ca.,Infant voc,1,0.5620000000000118,within person
1487,23,226.836,228.001,non ce n’è pesca. (RE),Caregiver voc,1,-0.22999999999998977,infant-cg
1488,23,228.009,229.451,xxx,Infant voc,1,0.007999999999981355,cg-infant
1489,23,230.107,231.416,eh pesca. (CW),Infant voc,1,0.6560000000000059,within person
1490,23,230.684,233.602,prima andiamo a giocare con i giochi (W) dopo mangi la pesca. (RA) ,Caregiver voc,1,-0.7319999999999993,infant-cg
1491,23,234.179,234.54,no (CW),Infant voc,1,0.5769999999999982,cg-infant
1492,23,234.553,235.031,vieni (DA),Caregiver voc,1,0.01300000000000523,infant-cg
1493,23,235.063,236.804,no (CW),Infant voc,1,0.031999999999982265,cg-infant
1494,23,237.147,239.478,la mamma non vuole che dici no.	(RM),Caregiver voc,1,0.3429999999999893,infant-cg
1495,23,239.602,240.397,xxx,Infant voc,1,0.12399999999999523,cg-infant
1496,23,240.4,241.937,ah ecco. (C),Caregiver voc,1,0.0030000000000143245,infant-cg
1497,23,241.929,242.659,xxx,Infant voc,1,-0.008000000000009777,cg-infant
1498,23,242.4,244.397,allora prendi anche la xxx (DA I),Caregiver voc,1,-0.25899999999998613,infant-cg
1499,23,244.257,245.475,xxx,Infant voc,1,-0.13999999999998636,cg-infant
1500,23,245.675,246.413,xxx,Infant voc,1,0.20000000000001705,within person
1501,23,246.601,248.996, l’hai mangiata tutta questa mattina (RA),Caregiver voc,1,0.18799999999998818,infant-cg
1502,23,249.092,250.406,no (CW),Infant voc,1,0.09600000000000364,cg-infant
1503,23,250.046,250.81,sì (C),Caregiver voc,1,-0.36000000000001364,infant-cg
1504,23,250.826,251.817,no (CW),Infant voc,1,0.015999999999991132,cg-infant
1505,23,252.599,253.297,xxx,Infant voc,1,0.7819999999999823,within person
1506,23,253.751,254.695,xxx,Infant voc,1,0.45400000000000773,within person
1507,23,255.68,258.285, vieni xxx che ti insegno un bel gioco (DA I RM),Caregiver voc,1,0.9850000000000136,infant-cg
1508,23,255.955,256.673,no (CW),Infant voc,1,-2.3300000000000125,cg-infant
1509,23,258.09,258.996,no (CW),Infant voc,1,1.4169999999999732,within person
1510,23,258.971,260.39,non vuoi giocare con la mamma?	(QA),Caregiver voc,1,-0.024999999999977263,infant-cg
1511,23,260.739,263.062, allora vado a giocare da sola sai. (RM),Caregiver voc,1,0.34899999999998954,within person
1512,23,263.354,264.592,no (CW),Infant voc,1,0.29199999999997317,cg-infant
1513,23,264.095,264.916,non vuoi? (QA),Caregiver voc,1,-0.49699999999995725,infant-cg
1514,23,264.936,267.992,xxx,Infant voc,1,0.01999999999998181,cg-infant
1515,23,265.579,266.207,ciao ciao (AG),Caregiver voc,1,-2.413000000000011,infant-cg
1516,23,268.086,269.202,la pesca. (RE),Caregiver voc,1,1.879000000000019,within person
1517,23,268.968,272.175,xxx,Infant voc,1,-0.23399999999998045,cg-infant
1518,23,269.546,271.218,eh dopo si mangia (C RA),Caregiver voc,1,-2.629000000000019,infant-cg
1519,23,272.154,274.079, non è pesca quella. (RE),Caregiver voc,1,0.9359999999999786,within person
1520,23,273.732,275.06,xxx ,Infant voc,1,-0.34699999999998,cg-infant
1521,23,275.801,277.093,xxx,Infant voc,1,0.7409999999999854,within person
1522,23,277.342,283.476, io vado a giocare da sola con la bambolina (RM) e gli telefono al nonno. (RM) sai? (QO) ciao (AG) vieni con me? (QA),Caregiver voc,1,0.2489999999999668,infant-cg
1523,23,281.349,282.001,no (CW),Infant voc,1,-2.1270000000000095,cg-infant
1524,23,282.625,283.679,no (CW),Infant voc,1,0.6240000000000236,within person
1525,23,283.826,284.936,vieni (DA),Caregiver voc,1,0.1470000000000482,infant-cg
1526,23,284.505,285.193,no (CW),Infant voc,1,-0.4309999999999832,cg-infant
1527,23,285.257,286.246,vieni con la mamma. (DA),Caregiver voc,1,0.06400000000002137,infant-cg
1528,23,286.375,287.088,no (CW),Infant voc,1,0.1290000000000191,cg-infant
1529,23,287.205,289.599, andiamo a telefonare con il telefono verde. (W),Caregiver voc,1,0.1169999999999618,infant-cg
1530,23,289.787,291.202,che fa drin drin.	(RE OP),Caregiver voc,1,0.18799999999998818,within person
1531,23,290.001,290.592,no (CW),Infant voc,1,-1.2010000000000218,cg-infant
1532,23,291.223,291.794,no (CW),Infant voc,1,0.6310000000000286,within person
1533,23,291.829,292.602,come no?	(QO),Caregiver voc,1,0.03500000000002501,infant-cg
1534,23,293.0,293.702,eh,Infant voc,1,0.39800000000002456,cg-infant
1535,23,293.453,294.196,oh (C),Caregiver voc,1,-0.24900000000002365,infant-cg
1536,23,295.806,298.005, che brut(t)a che sei quando piangi (RO),Caregiver voc,1,1.6099999999999568,within person
1537,23,299.64,302.177, e io vado a giocare con la bambola nuova (RM) ciao (AG),Caregiver voc,1,1.634999999999991,within person
1538,23,302.351,303.388,no (CW),Infant voc,1,0.17399999999997817,cg-infant
1539,23,303.058,304.205, sì sì ciao. (C AG),Caregiver voc,1,-0.3299999999999841,infant-cg
1540,23,304.333,304.934,no (CW),Infant voc,1,0.12800000000004275,cg-infant
1541,23,304.984,306.141,vieni dai.	(DA C),Caregiver voc,1,0.049999999999954525,infant-cg
1542,23,307.765,308.797,la pesca (CW),Infant voc,1,1.6239999999999668,cg-infant
1543,23,308.973,310.299, si mangia dopo. (RA),Caregiver voc,1,0.17599999999998772,infant-cg
1544,23,311.57,312.902,xxx,Infant voc,1,1.271000000000015,cg-infant
1545,23,313.914,314.803,xxx,Infant voc,1,1.0120000000000005,within person
1546,23,314.648,317.072, io adesso gli dò da mangiare alla bambola (RM),Caregiver voc,1,-0.15499999999997272,infant-cg
1547,23,317.2,317.877,no (CW),Infant voc,1,0.1279999999999859,cg-infant
1548,23,317.964,318.824,ciao (AG),Caregiver voc,1,0.08699999999998909,infant-cg
1549,23,318.824,319.906,no (CW),Infant voc,1,0.0,cg-infant
1550,23,321.196,321.721,xxx,Infant voc,1,1.2900000000000205,within person
1551,23,322.296,323.615,xxx,Infant voc,1,0.5749999999999886,within person
1552,23,329.806,332.93, heehee. (ride) (AL) che briccona sei (RO),Caregiver voc,1,6.190999999999974,infant-cg
1553,23,332.812,333.294,xxx,Infant voc,1,-0.117999999999995,cg-infant
1554,23,334.383,336.175,dai un bacino grosso alla mamma?	(QA),Caregiver voc,1,1.0889999999999986,infant-cg
1555,23,336.595,337.797,xxx,Caregiver voc,1,0.4200000000000159,within person
1556,23,336.737,338.817,eh giochi. (CW),Infant voc,1,-1.0600000000000023,cg-infant
1557,23,338.822,342.742,i giochi. (RE) e cosa vuoi che gli dica al nonno al telefono? (QA),Caregiver voc,1,0.0049999999999954525,infant-cg
1558,23,343.269,344.25,facciamo il numero?	 (W),Caregiver voc,1,0.5269999999999868,within person
1559,23,344.251,345.007,xxx,Infant voc,1,0.0009999999999763531,cg-infant
1560,23,344.551,345.198,senti? (QA),Caregiver voc,1,-0.4560000000000173,infant-cg
1561,23,346.473,346.884,ah (C),Caregiver voc,1,1.275000000000034,within person
1562,23,346.98,347.996,lo fai tu il numero? (QA),Caregiver voc,1,0.09600000000000364,within person
1563,23,348.411,349.262,eh sì.		(C),Caregiver voc,1,0.41500000000002046,within person
1564,23,351.563,352.003,eh,Caregiver voc,1,2.3009999999999877,within person
1565,23,352.301,353.67,gli diciamo pronto? (W),Caregiver voc,1,0.2980000000000018,within person
1566,23,353.734,354.422,dammi (CW),Infant voc,1,0.06399999999996453,cg-infant
1567,23,354.322,354.68,dai,Caregiver voc,1,-0.10000000000002274,infant-cg
1568,23,354.758,358.535,digli ciao fai il numero. poi gli dici pronto nonno (DA),Caregiver voc,1,0.07799999999997453,within person
1569,23,359.574,361.083,dai gira (DA) cosi (C),Caregiver voc,1,1.0389999999999873,within person
1570,23,362.897,364.723,che brava. (AE) eh (C),Caregiver voc,1,1.8139999999999645,within person
1571,23,365.604,368.074,fai il numero. (DA) drin (OP),Caregiver voc,1,0.8809999999999718,within person
1572,23,368.319,369.602,drin,Caregiver voc,1,0.24500000000000455,within person
1573,23,370.331,371.851,dai saluta il nonno. (DA) ,Caregiver voc,1,0.7290000000000418,within person
1574,23,372.567,373.409,pronto (CW),Infant voc,1,0.7160000000000082,cg-infant
1575,23,373.434,374.721, pronto (AG),Caregiver voc,1,0.025000000000034106,infant-cg
1576,23,374.597,375.211,xxx,Infant voc,1,-0.12400000000002365,cg-infant
1577,23,375.196,376.991,come stai? (SB),Caregiver voc,1,-0.014999999999986358,infant-cg
1578,23,376.008,377.446,la pesca (CW),Infant voc,1,-0.9830000000000041,cg-infant
1579,23,377.955,381.971,no (AD) non è adesso ora. fra cinque minuti.	 (RE),Caregiver voc,1,0.5089999999999577,infant-cg
1580,23,377.955,378.867,la pesca ,Infant voc,1,-4.0160000000000196,cg-infant
1581,23,382.195,383.196,dove vai? (DA),Caregiver voc,1,3.3279999999999745,infant-cg
1582,23,383.895,384.533,eh (C),Caregiver voc,1,0.6989999999999554,within person
1583,23,385.049,386.007,dove vai? (DA),Caregiver voc,1,0.5159999999999627,within person
1584,23,386.76,388.803,ma hai visto che bella coperta che c’è qua? (QA),Caregiver voc,1,0.7529999999999859,within person
1585,23,388.794,389.17,xxx,Infant voc,1,-0.009000000000014552,cg-infant
1586,23,389.17,390.673,è una coperta questa? (QE),Caregiver voc,1,0.0,infant-cg
1587,23,390.702,391.033,xxx,Infant voc,1,0.028999999999996362,cg-infant
1588,23,391.241,393.698,gliela mettiamo alla bambolina?	(W) che fa la nanna? (QE),Caregiver voc,1,0.20799999999997,infant-cg
1589,23,392.602,392.943,xxx,Infant voc,1,-1.0960000000000036,cg-infant
